JUSTIFICACION ;PRODUCTO RELACIONADO;DESCRIPCION
Nosotros CAICEDO MUÑOZ S.A.S somos una empresa colombiana constituida en el año 1979, es por ello que contamos con más de 40 años de experiencia en el sector agrícola colombiano, enfocándonos en la producción de piña y caña de azúcar en el departamento del Cauca. Para el desarrollo de nuestra actividad productiva contamos con dos predios denominados Hacienda El Congo y Hacienda el Corozo las cuales suman una extensión total de 517,2 hectáreas, cumpliendo con un equipo de 71 colaboradores y procesos establecidos en el marco de Buenas practicas Agrícolas lo que nos permite garantizar la calidad y la eficiencia en el desarrollo de su ciclo productivo.;141280;Piña
COOPERATIVA DEPARTAMENTAL DE CAFICULTORES DEL HUILA LTDA – CADEFIHUILA, Somos una empresa dedicada especialmente compra, venta y distribución de café, También ofrecemos insumos agropecuarios y los productos de la canasta cafetera a precios competitivos y prestamos servicios de calidad a los asociados, llevamos 56 años como una Cooperativas de caficultores que actualmente operamos en el país, con sede principal en Neiva y subsedes en Pitalito y La Plata, con un área de influencia en veintisiete municipios y con 35 puntos de atención en compras de café y venta de fertilizantes, así como 18 almacenes de provisión agrícola.;141100;Café
DIDIER QUINTERO BEDOYA & CIA S.C.S, Somos una empresa dedicada a la compra, venta y distribución de productos provenientes del sector agropecuario nacional especialmente maíz y soya de producción nacional cumplimiento con las normas de salubridad, el personal y las instalaciones necesarias para llevar a cabo nuestra actividad productiva, la cual se enfatiza en la compra de productos y víveres de la mas alta calidad para el desarrollo correcto de nuestras actividades.Acutalmente nos encontramos ubicados en Cartago donde desarrollamos nuestra actividad. Certificamos que en el año 2021 el 100% de nuestras compras son al sector agropecuario nacional.;111400;Maíz
"LOGIS AGROS S.A.S se clasifica como empresa prestadora de servicios al sector agropecuario nacional, Se dedica al arrendamiento de contenedores refrigerados y generadores
utilizados en el procesos de comercialización de productos provenientes del sector agropecuario nacional como agucate, limon , gulupa y flores cortadas. La empresa certifica que durante el año 2022 el 100% de sus ventas han sido en alquiler de generadores y contenedores para el trasporte interno de productos perecederos refrigerados hasta los puertos nacionales.";144050;Otros Cultivos
En EXPOGANADOS DE COLOMBIA S.A.S. somos una empresa dedicada a la distribucion y venta de ganado, fundada y creada por Roberto Dulcey Cristancho, quien inicio el negocio de la producción y distribución de ganado semoviente raza Brahman cebú y sus cruces, animales entre los 12 a 36 meses de edad, animales criados en pasturas naturales. Somos una compañía que distribuye y exporta ganado en pie y proteína animal, caracterizada por tener una excelente calidad, experiencia y además líder en el sector ganadero colombiano. Nuestros productos son: el Ganado en pie, carne de canal, y sistema de porcionador inteligente, carne deshuesada, carne en cortes, entre otros, con un centro de operación ubicado en el municipio de Bucaramanga del departamento de Santander.;237280;Ganadería de ceba
En EXPOGANADOS DE COLOMBIA S.A.S. somos una empresa dedicada a la distribucion y venta de ganado, fundada y creada por Roberto Dulcey Cristancho, quien inicio el negocio de la producción y distribución de ganado semoviente raza Brahman cebú y sus cruces, animales entre los 12 a 36 meses de edad, animales criados en pasturas naturales. Somos una compañía que distribuye y exporta ganado en pie y proteína animal, caracterizada por tener una excelente calidad, experiencia y además líder en el sector ganadero colombiano. Nuestros productos son: el Ganado en pie, carne de canal, y sistema de porcionador inteligente, carne deshuesada, carne en cortes, entre otros, con un centro de operación ubicado en el municipio de Bucaramanga del departamento de Santander.;237280;Ganadería de ceba
Nosotros DIMAGROW S.A.S. contamos con una amplia experiencia en el mercado agropecuario, mediante la venta y distribución de fertilizantes foliares, orgánicos, con elementos mayores y demás insumos utilizados en la producción primaria nacional, contando del mismo modo con una buena cobertura en las principales regiones del país para el ofrecimiento de nuestros productos, enfocándonos principalmente en el desarrollo productivo sostenible ofreciendo alternativas de muy buena calidad las cuales buscan satisfacer las expectativas y necesidades de nuestros principales clientes Agropecuarios. Cumplimos de ese modo, con todos los requisitos correspondientes a nuestra actividad productiva mediante la distribución y venta de productos químicos y agro quimos para la industria agrícola, trabajando bajo estrictos parámetros los cuales determinan la calidad de operación para garantizar el buen estado del medio ambiente y el cuidado de la producción de nuestros clientes.;111150;Arroz con riego
PROGRAMAS Y SERVICIOS PECUARIOS S.A.S, es una empresa del sector pecuario, su actividad principal es la cría de aves para la producción y distribución de huevo fértil, para el desarrollo de su actividad cuanta con 6 hectáreas ubicadas en la Granja el Carmen de la vereda la Clorinda ubicada en el municipio de Dagua,  Fue fundada el 24 de abril de 2009, actualmente cuenta con 135 empleados .;244100;Avicultura Huevos Reproductoras
QUIMICA Y MINERIA INTEGRADAS S.A se clasifica como empresa prestadora de servicios. Su principal actividad es la fabricación y comercialización de fertilizantes y enmiendas para el sector agrícola nacional. Actualmente cuentan con una planta de produccion ubicada en Palermo Huila, que gracias a su ubicación le permite el aprovechamiento de minerales de alta calidad como dolomita y fosforita, adicionalmente manejan un equipo de trabajo capacitado en la producción, asesoría y distribución de sus productos asi como: Dolomita,Fosforita, Magfoscal. La empresa certifica que el 100% de sus ventas son dirigidas al sector productor agrícola nacional.;111150;Arroz con riego
"Nosotros COMERCIALIZADORA MONTES DE COLOMBIA S.A.S., iniciamos operación en el año 2013, dedicados especialmente a la compra, venta y distribución de productos
agrícolas tales como: arveja, repollo, calabaza, ahuyama, limón, guayaba, manzana, kiwi, uva, pera, tomate, pimentón, repollo, brócoli, calabaza, lulo entre otros pertenecientes al
sector agropecuario, Nos encontramos situados en la ciudad de Cúcuta, contamos con varios supermercados llamados Los Montes los cuales se encuentran ubicados en Cúcuta, Bogotá, Magdalena entre otros. Certificamos que en el año 2021 el 41% de nuestras compras son al sector agropecuario nacional.";144050;Otros Cultivos
DIABONOS SA nos dedicamos a la fabricacion y venta de diferentes tipos de fertilizantes y abonos, actualmente contamos con varias lineas de negocio entre las que destacamos las mezclas de fertilizantes, la venta de semillas de pasto, la linea de proteccion de cultivos, agroquimicos entre otros. Adicionalmente prestamos servicios de secamiento de maiz, financiarmos los insumos de los agricultores y recibimos su cosecha como parte de pago. Contribuimos a que el agricultor obtenga el mejor precio de su cosecha partiendo de los altos estándares de calidad. Al maíz se le hace un análisis físico y de toxinas según la norma ICONTEC NT366, diferenciándonos del resto de plantas de secamiento de la zona. Desde la planta cubrimos las zonas de Cereté, Lorica, Montería, San Pelayo, Cotorra, Tierralta, San Carlos, Ciénaga de Oro, impactando 500 agricultores directa e indirectamente. Certificamos que del total de nuestas ventas el 100% estan dirigidas al sector agropecuario nacional.;111400;Maíz
SU PAPA SUPERMERCADOS S.A, nos dedicamos a la venta y distribución de productos de la canasta familiar ofreciendo a nuestros clientes productos como pollo, carne de res, carne de cerdo, huevos, leche, frutas, verduras, entre otros. Los productos que provienen del agro nacional para llevar a la mesa de nuestros clientes representan el 43,07% de nuestras compras totales, es decir $15.946 millones al año y son adquiridos a proveedores nacionales como Avidesa Mac Pollo, Cerdos del Valle, Pollos Bucanero, Fruticolsa, Santa Anita Nápoles, entre otros.;111500;Papa
"UNION DE ARROCEROS S.A.S Somos una empresa clasificada como transformador, Nos dedicamos a desarrollar actividades de molinería, compra, venta, cultivo, distribución, importación, exportación, beneficio y trilla de arroz y sus derivados, así como de cualquier otro producto agrícola, incluyendo las de empaquetar arroz bajo cualquier marca o denominación; la representación comercial de firmas nacionales o extranjeras con relación a la industria del arroz agrícola. Es por ello que somos una empresa que cuenta con más de 51 años de trayectoria, nos dedicamos a la compra y transformación de arroz. Actualmente contamos con cuatro modernas plantas molineras de arroz ubicadas dos de ellas en el municipio del Espinal e Ibagué y las otras dos en el Municipio de Aguazul, las cuales están dotadas con la última tecnología arrocera a nivel mundial lo cual está unido a un riguroso control de calidad garantizando un producto de óptima presentación, cocción, rendimiento y sabor a nuestros clientes.";111150;Arroz con riego
YULIS LEODALIS CERON URBANO, persona natural que se dedica a la produccion de cafe por lo cual se clasifica como productor agro de origen nacional, su actividad económica la desarrolla en jurisdicción del municipio de San Pedro de Cartago  mas exactamente en la vereda La Comunidad el cual cuenta con una extensión de área para ejecutar su actividad económica de 3 hectáreas en el predio Villa Laura - El Plan con un terreno apto para el cultivo principalmente de cafe. Cuenta con sistema de riego y el personal capacitado para el desarrollo de su actividad agropecuaria.;141100;Café
